[ 2025-02-04 01:34:18,996 ] 25 root - INFO - Started Data Ingestion
[ 2025-02-04 01:34:19,027 ] 28 root - INFO - Read the dataset
[ 2025-02-04 01:34:19,147 ] 33 root - INFO - Train Test Split Initiated
[ 2025-02-04 01:34:19,270 ] 40 root - INFO - Data Ingestion Is Completed
[ 2025-02-04 01:34:19,303 ] 90 root - INFO - read test and train data...
[ 2025-02-04 01:34:19,304 ] 91 root - INFO - Get Preprocessing Object
[ 2025-02-04 01:34:19,304 ] 51 root - INFO - Numerical Columns Standard Scaling Done
[ 2025-02-04 01:34:19,304 ] 61 root - INFO - Categorical Columns Encoding Done
[ 2025-02-04 01:34:19,304 ] 69 root - INFO - preprocessiong.........
[ 2025-02-04 01:34:19,307 ] 103 root - INFO - Applying preprocessing object on test and train dataframe....
